CITY,DISTRICT,NEIGHBOURHOOD,AIR CONDITIONING,FURNISHED,CAR PARK,CENTRAL HEATING,GAS COMBI,UNDERFLOOR HEATING,UNDERFLOOR COOLING,REALTOR FEE,TOTAL FLOORS,COMPLETION DATE,SUBTYPE,PROPERTY SIZE,STOREYS,BEDROOM,BATHROOM,BALCONY,FLOOR,PRICE
İzmir,Çiğli,Sasallı,1,0,0,0,1,1,1,FREE,2,1 / 2024,Detached Villa,386.0,2,4,5,1,1,806.0
İzmir,Çiğli,Sasallı,1,0,1,0,1,1,1,FREE,3,1 / 2024,Duplex,98.0,2,2,2,1,2,262.0
İzmir,Çiğli,Sasallı,1,0,1,0,1,1,1,FREE,3,1 / 2024,Ground Floor,110.0,1,2,2,1,1,311.0
İzmir,Çiğli,Sasallı,1,0,1,0,1,1,1,FREE,3,1 / 2024,Duplex,140.0,2,3,2,2,2,368.0
Antalya,Alanya,Mahmutlar,1,1,0,0,0,0,0,FREE,,12 / 2023,Middle Floor,54.0,1,1,1,1,,120.0
Antalya,Alanya,Mahmutlar,1,1,0,0,0,0,0,FREE,,12 / 2023,Penthouse,110.0,1,2,3,2,,188.0
İstanbul,Sarıyer,Ayazağa,1,0,1,0,0,0,0,FREE,15,1 / 2025,Middle Floor,69.0,1,1,1,1,,355.0
İstanbul,Sarıyer,Ayazağa,1,0,1,0,0,0,0,FREE,15,1 / 2025,Middle Floor,105.0,1,2,1,1,,560.0
İstanbul,Sarıyer,Ayazağa,1,0,1,0,0,0,0,FREE,15,1 / 2025,Middle Floor,170.0,1,3,2,1,,895.0
İstanbul,Sarıyer,Ayazağa,1,0,1,0,0,0,0,FREE,15,1 / 2025,Middle Floor,200.0,1,4,2,2,,1055.0
İstanbul,Eyüpsultan,Esentepe,0,0,1,1,1,0,0,%2,4,6 / 2018,Middle Floor,75.0,1,2,1,2,1,95.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,4 / 2020,Middle Floor,99.0,1,2,2,1,,450.0
İstanbul,Kadıköy,Erenköy,1,0,0,0,1,0,0,FREE,,6 / 2026,Middle Floor,59.0,1,1,1,,,345.0
İstanbul,Kadıköy,Erenköy,1,0,0,0,1,0,0,FREE,,6 / 2026,Middle Floor,88.0,1,2,1,1,,574.0
İstanbul,Kadıköy,Erenköy,1,0,0,0,1,0,0,FREE,,6 / 2026,Middle Floor,156.0,1,3,2,1,,1025.0
İstanbul,Kadıköy,Erenköy,1,0,0,0,1,0,0,FREE,,6 / 2026,Duplex,188.0,2,4,2,1,,1210.0
İstanbul,Kadıköy,Erenköy,1,0,0,0,1,0,0,FREE,,6 / 2026,Duplex,263.0,2,5,2,1,,1740.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,,8 / 2025,Middle Floor,57.0,1,1,1,1,,158.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,,8 / 2025,Middle Floor,81.0,1,2,2,2,,219.0
Antalya,Alanya,Kargıcak,1,0,1,0,0,0,0,FREE,,8 / 2025,Penthouse,119.0,1,2,3,2,,284.0
Ankara,Gölbaşı,Eymir,0,0,1,0,0,1,0,%2,5,11 / 2021,Middle Floor,62.0,1,1,1,1,,108.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,6 / 2024,Middle Floor,60.0,1,1,1,1,1,118.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,6 / 2024,Penthouse,112.0,2,2,2,2,,240.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,6 / 2024,Penthouse,172.0,2,3,3,2,,365.0
İstanbul,Ümraniye,Site,1,0,0,0,0,1,0,FREE,,10 / 2023,Middle Floor,86.0,1,1,1,1,,429.0
İstanbul,Ümraniye,Site,1,0,0,0,0,1,0,FREE,,10 / 2023,Middle Floor,179.0,1,2,2,1,,616.0
İstanbul,Ümraniye,Site,1,0,0,0,0,1,0,FREE,,10 / 2023,Middle Floor,177.0,1,3,2,1,,648.0
İstanbul,Ümraniye,Site,1,0,0,0,0,1,0,FREE,,10 / 2023,Middle Floor,242.0,1,4,2,1,,1215.0
Aydın,Kuşadası,Bayraklıdede,0,0,1,0,1,1,0,FREE,2,Off Plan,Semi-Detached Villa,120.0,2,3,3,2,1,336.0
Aydın,Kuşadası,Soğucak,0,0,1,0,1,1,0,FREE,2,12 / 2023,Detached Villa,170.0,2,4,3,3,1,623.0
Antalya,Konyaaltı,Liman,1,1,1,0,0,0,0,%2,4,6 / 2014,Ground Floor,55.0,1,1,1,1,,104.0
İstanbul,Başakşehir,Ziya Gökalp,1,0,1,0,0,0,0,FREE,25,12 / 2014,Middle Floor,154.0,1,3,2,1,,767.0
İstanbul,Başakşehir,Ziya Gökalp,1,0,1,0,0,0,0,FREE,25,12 / 2014,Middle Floor,262.0,1,4,2,1,,1240.0
İstanbul,Esenyurt,Akevler,1,0,0,0,0,0,0,FREE,30,12 / 2019,Middle Floor,46.0,1,Studio,1,1,,67.0
İstanbul,Esenyurt,Akevler,1,0,0,0,0,0,0,FREE,30,12 / 2019,Middle Floor,83.0,1,1,1,1,,87.0
İstanbul,Esenyurt,Namık Kemal,0,0,1,0,0,0,0,FREE,,9 / 2021,Shop,90.0,1,Studio,,,,670.0
İstanbul,Şişli,Fulya,0,0,1,0,0,0,0,%2,,12 / 2016,Office,269.0,1,Studio,,,,1305.0
İstanbul,Beylikdüzü,Kavaklı,0,0,1,0,1,0,0,FREE,9,12 / 2020,Shop,169.0,2,Studio,,,,453.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,12 / 2025,Middle Floor,55.0,1,1,1,,,169.0
Antalya,Alanya,Mahmutlar,1,0,1,0,0,0,0,FREE,,12 / 2025,Penthouse,111.0,1,2,3,2,,350.0
Antalya,Kepez,Gülveren,1,0,0,0,1,1,0,%2,12,10 / 2023,Middle Floor,66.0,1,1,1,1,,163.0
İzmir,Çiğli,Sasallı,1,0,1,0,0,1,0,FREE,2,12 / 2024,Detached Villa,334.0,2,4,5,1,1,1100.0
İzmir,Çiğli,Sasallı,1,0,1,0,0,1,0,FREE,2,12 / 2024,Detached Villa,423.0,2,5,6,1,1,1300.0
İstanbul,Kadıköy,Fikirtepe,0,0,1,1,0,0,0,FREE,,5 / 2021,Middle Floor,65.0,1,1,1,1,,205.0
İstanbul,Kadıköy,Fikirtepe,0,0,1,1,0,0,0,FREE,,5 / 2021,Middle Floor,100.0,1,2,2,1,,280.0
İstanbul,Kadıköy,Fikirtepe,0,0,1,1,0,0,0,FREE,,5 / 2021,Middle Floor,141.0,1,3,2,1,,382.0
İstanbul,Eyüpsultan,Alibeyköy,0,0,0,0,0,0,0,FREE,11,12 / 2022,Ground Floor,95.0,1,2,1,,,282.0
İstanbul,Eyüpsultan,Alibeyköy,0,0,0,0,0,0,0,FREE,11,12 / 2022,Middle Floor,98.0,1,2,2,,,318.0
İstanbul,Eyüpsultan,Alibeyköy,0,0,0,0,0,0,0,FREE,11,12 / 2022,Middle Floor,163.0,1,3,2,1,,420.0
İstanbul,Kartal,Kordonboyu,0,0,0,0,0,0,0,%2,25,12 / 2020,Middle Floor,75.0,1,1,1,,,220.0
İstanbul,Kartal,Kordonboyu,0,0,0,0,0,0,0,%2,25,12 / 2020,Ground Floor,78.0,1,1,1,1,,243.0
İstanbul,Kartal,Kordonboyu,0,0,0,0,0,0,0,%2,25,12 / 2020,Duplex,155.0,2,2,2,1,,375.0
İstanbul,Kartal,Kordonboyu,0,0,0,0,0,0,0,%2,25,12 / 2020,Middle Floor,193.0,1,3,2,1,,618.0
İstanbul,Kartal,Kordonboyu,0,0,0,0,0,0,0,%2,25,12 / 2020,Duplex,252.0,1,3,2,1,,751.0
İstanbul,Ümraniye,Aşağı Dudullu,0,0,0,0,0,0,0,FREE,12,9 / 2023,Middle Floor,100.0,1,2,1,1,,522.0
İstanbul,Ümraniye,Aşağı Dudullu,0,0,0,0,0,0,0,FREE,12,9 / 2023,Middle Floor,134.0,1,3,2,1,,588.0
İstanbul,Ümraniye,Aşağı Dudullu,0,0,0,0,0,0,0,FREE,12,9 / 2023,Middle Floor,255.0,1,4,2,1,,919.0
İstanbul,Bakırköy,Sakızağacı,0,0,1,0,0,1,1,FREE,17,1 / 2020,Middle Floor,85.0,1,1,1,1,,653.0
İstanbul,Bakırköy,Sakızağacı,0,0,1,0,0,1,1,FREE,17,1 / 2020,Middle Floor,147.0,1,2,2,1,,886.0
İstanbul,Bakırköy,Sakızağacı,0,0,1,0,0,1,1,FREE,17,1 / 2020,Middle Floor,311.0,1,4,3,1,,2750.0
İstanbul,Bakırköy,Sakızağacı,0,0,1,0,0,1,1,FREE,17,1 / 2020,Middle Floor,364.0,1,5,4,1,,3125.0
İstanbul,Bakırköy,Sakızağacı,0,0,1,0,0,1,1,FREE,17,1 / 2020,Duplex,613.0,2,4,3,2,,4665.0
İstanbul,Bakırköy,Sakızağacı,0,0,1,0,0,1,1,FREE,17,1 / 2020,Duplex,719.0,2,5,4,2,,5970.0
İstanbul,Gaziosmanpaşa,Merkez,0,0,1,0,0,0,0,FREE,11,7 / 2021,Middle Floor,112.0,1,2,1,1,,252.0
İstanbul,Küçükçekmece,Cumhuriyet,0,0,0,0,1,0,0,FREE,12,3 / 2019,Middle Floor,116.0,1,2,2,1,,191.0
İstanbul,Küçükçekmece,Cumhuriyet,0,0,0,0,1,0,0,FREE,12,3 / 2019,Middle Floor,153.0,1,3,3,1,,267.0
İstanbul,Küçükçekmece,Cumhuriyet,0,0,0,0,1,0,0,FREE,12,3 / 2019,Middle Floor,222.0,1,4,2,1,,613.0
İstanbul,Esenyurt,Ardıçlı,0,0,1,0,1,0,0,FREE,6,2 / 2023,Middle Floor,123.0,1,2,2,1,,272.0
İstanbul,Esenyurt,Ardıçlı,0,0,1,0,1,0,0,FREE,6,2 / 2023,Middle Floor,171.0,1,3,2,1,,383.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,7,4 / 2023,Middle Floor,65.0,1,1,1,1,1,135.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,7,4 / 2023,Penthouse,120.0,1,2,2,1,,150.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,7,4 / 2023,Ground Floor,160.0,2,4,4,2,,250.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,7,4 / 2023,Penthouse,170.0,2,4,3,2,,300.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,6,10 / 2022,Penthouse,125.0,2,2,1,1,,180.0
Antalya,Serik,Belek,1,1,1,1,0,0,0,%2,3,6 / 2009,Middle Floor,165.0,1,3,2,2,1,222.0
Ankara,Yenimahalle,Turgut Özal,0,0,1,0,1,0,0,FREE,17,12 / 2021,Middle Floor,174.0,1,4,2,1,,212.0
Aydın,Kuşadası,Bayraklıdede,0,0,1,0,1,1,0,FREE,2,Off Plan,Middle Floor,80.0,1,2,1,1,2,243.0
Aydın,Kuşadası,Bayraklıdede,0,0,1,0,1,1,0,FREE,2,Off Plan,Ground Floor,80.0,1,2,1,1,1,280.0
Mersin,Erdemli,Ayaş,1,0,1,0,0,0,0,FREE,9,8 / 2024,Ground Floor,69.0,1,1,1,1,,80.0
Muğla,Bodrum,Gümüşlük,1,0,1,0,0,0,0,%2,2,6 / 2016,Detached Villa,250.0,2,4,3,1,1,1095.0
İstanbul,Büyükçekmece,Ekinoba,0,0,1,0,1,0,0,FREE,4,6 / 2023,Semi-Detached Villa,450.0,4,5,6,2,,1180.0
Ankara,Yenimahalle,Mehmet Akif Ersoy,0,0,0,0,0,1,0,FREE,23,4 / 2022,Middle Floor,100.0,1,2,1,2,,145.0
İstanbul,Beylikdüzü,Yakuplu,0,0,0,0,1,0,0,FREE,11,3 / 2024,Middle Floor,98.0,1,1,1,1,,283.0
İstanbul,Beylikdüzü,Yakuplu,0,0,0,0,1,0,0,FREE,11,3 / 2024,Middle Floor,116.0,1,2,2,1,,355.0
İstanbul,Beylikdüzü,Yakuplu,0,0,0,0,1,0,0,FREE,11,3 / 2024,Middle Floor,246.0,1,4,2,1,,583.0
İstanbul,Beylikdüzü,Yakuplu,0,0,0,0,1,0,0,FREE,11,3 / 2024,Middle Floor,179.0,1,3,2,1,,856.0
Ankara,Çankaya,Büyükesat,0,0,1,0,0,0,0,%2,28,8 / 2021,Middle Floor,250.0,1,4,2,3,15,393.0
İstanbul,Üsküdar,Güzeltepe,1,0,0,0,1,0,0,FREE,6,3 / 2021,Middle Floor,106.0,1,2,,1,,382.0
İstanbul,Üsküdar,Güzeltepe,1,0,0,0,1,0,0,FREE,6,3 / 2021,Ground Floor,170.0,2,3,3,2,,396.0
İstanbul,Üsküdar,Güzeltepe,1,0,0,0,1,0,0,FREE,6,3 / 2021,Ground Floor,270.0,2,4,3,3,,709.0
Antalya,Kepez,Ayanoğlu,0,0,0,0,0,0,0,FREE,3,9 / 2024,Middle Floor,85.0,1,2,1,1,,82.0
İstanbul,Kadıköy,Dumlupınar,1,0,1,0,0,0,0,FREE,4,6 / 2019,Shop,46.0,1,1,,,,261.0
İzmir,Güzelbahçe,Yelki,1,0,1,0,1,1,0,FREE,2,12 / 2024,Ground Floor,120.0,1,2,1,1,1,260.0
İzmir,Güzelbahçe,Yelki,1,0,1,0,1,1,0,FREE,2,12 / 2024,Penthouse,170.0,2,4,3,2,2,488.0
İzmir,Güzelbahçe,Mustafa Kemal Paşa,1,0,1,0,1,1,0,FREE,3,12 / 2024,Semi-Detached Villa,220.0,3,4,4,,1,869.0
İzmir,Güzelbahçe,Yelki,1,0,1,0,1,1,0,FREE,3,9 / 2024,Detached Villa,203.0,3,4,4,2,1,1320.0
İstanbul,Kadıköy,Dumlupınar,1,0,0,0,0,0,0,%2,24,6 / 2019,Middle Floor,106.0,1,2,2,,,429.0
İstanbul,Kadıköy,Dumlupınar,1,0,0,0,0,0,0,%2,24,6 / 2019,Middle Floor,177.0,1,3,2,,,699.0
İstanbul,Kadıköy,Dumlupınar,1,0,0,0,0,0,0,%2,24,6 / 2019,Middle Floor,226.0,1,4,2,,,737.0
Antalya,Serik,Belek,1,1,1,0,0,1,0,FREE,3,12 / 2021,Detached Villa,270.0,3,4,4,2,,725.0
Antalya,Serik,Belek,1,1,0,0,0,0,0,FREE,2,7 / 2022,Duplex,185.0,3,4,2,1,2,350.0
Antalya,Muratpaşa,Ermenek,1,0,1,0,0,1,0,FREE,2,8 / 2024,Semi-Detached Villa,195.0,2,3,2,2,,606.0
Kocaeli,Gölcük,Değirmendere Yalı,0,0,1,0,1,0,0,%2,5,2 / 2000,Middle Floor,200.0,1,4,2,2,2,187.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,1,10 / 2022,Penthouse,120.0,2,2,1,2,1,125.0
İstanbul,Şişli,Teşvikiye,1,0,0,0,0,0,0,FREE,10,9 / 2023,Middle Floor,164.0,1,2,2,2,,2135.0
İstanbul,Şişli,Teşvikiye,1,0,0,0,0,0,0,FREE,10,9 / 2023,Middle Floor,241.0,1,3,3,3,,3265.0
İstanbul,Şişli,Teşvikiye,1,0,0,0,0,0,0,FREE,10,9 / 2023,Middle Floor,395.0,1,4,3,3,,4195.0
İstanbul,Şişli,Teşvikiye,1,0,0,0,0,0,0,FREE,10,9 / 2023,Duplex,561.0,2,5,3,2,,7085.0
İstanbul,Esenyurt,Akevler,0,0,0,0,1,0,0,FREE,33,9 / 2021,Middle Floor,53.0,1,1,1,1,,84.0
İstanbul,Esenyurt,Akevler,0,0,0,0,1,0,0,FREE,33,9 / 2021,Middle Floor,88.0,1,2,1,1,,126.0
Ankara,Keçiören,Karakaya,0,0,1,0,0,0,0,FREE,7,5 / 2021,Middle Floor,155.0,1,4,2,2,4,104.0
Antalya,Serik,Belek,1,1,1,0,0,0,0,%2,3,4 / 2011,Detached Villa,260.0,3,4,2,5+,,406.0
Antalya,Serik,Kadriye,1,0,1,0,0,0,0,FREE,2,10 / 2022,Detached Villa,205.0,2,3,3,2,,700.0
Antalya,Serik,Belek,1,1,1,0,0,0,0,FREE,3,5 / 2023,Ground Floor,95.0,3,2,2,1,,240.0
Antalya,Serik,Belek,1,1,1,0,0,0,0,FREE,3,5 / 2023,Duplex,115.0,2,2,2,1,2,255.0
Antalya,Serik,Belek,1,1,1,0,0,0,0,FREE,3,5 / 2023,Penthouse,180.0,3,4,3,2,2,350.0
İstanbul,Esenyurt,Akevler,0,0,0,0,1,0,0,FREE,7,3 / 2024,Middle Floor,105.0,1,2,2,1,,88.5
İstanbul,Üsküdar,Burhaniye,1,0,0,0,0,1,0,FREE,6,3 / 2025,Middle Floor,124.0,1,2,1,1,,373.0
İstanbul,Üsküdar,Burhaniye,1,0,0,0,0,1,0,FREE,6,3 / 2025,Middle Floor,160.0,1,3,2,1,,513.0
İstanbul,Üsküdar,Burhaniye,1,0,0,0,0,1,0,FREE,6,3 / 2025,Ground Floor,200.0,2,4,2,1,,560.0
İstanbul,Üsküdar,Burhaniye,1,0,0,0,0,1,0,FREE,6,3 / 2025,Ground Floor,240.0,2,5,2,1,,690.0
İstanbul,Üsküdar,Burhaniye,1,0,0,0,0,1,0,FREE,6,3 / 2025,Duplex,245.0,2,4,2,1,,713.0
İstanbul,Üsküdar,Burhaniye,1,0,0,0,0,1,0,FREE,6,3 / 2025,Penthouse,320.0,2,6,2,1,,1025.0
Antalya,Serik,Kadriye,1,0,1,0,0,0,0,FREE,2,5 / 2024,Detached Villa,220.0,2,3,3,2,,340.0
Ankara,Mamak,General Zeki Doğan,0,0,0,0,1,0,0,FREE,25,10 / 2022,Middle Floor,225.0,1,4,2,1,,212.0
İstanbul,Ataşehir,Barbaros,1,0,0,0,0,1,0,FREE,14,9 / 2023,Office,118.0,1,1,,,,585.0
İstanbul,Kadıköy,Fikirtepe,1,0,1,0,0,1,0,FREE,24,6 / 2021,Middle Floor,41.0,1,1,1,1,,280.0
İstanbul,Kadıköy,Fikirtepe,1,0,1,0,0,1,0,FREE,24,6 / 2021,Middle Floor,93.0,1,2,1,1,,522.0
İstanbul,Kadıköy,Fikirtepe,1,0,1,0,0,1,0,FREE,24,6 / 2021,Middle Floor,157.0,1,3,2,1,,765.0
İstanbul,Kadıköy,Fikirtepe,1,0,1,0,0,1,0,FREE,24,6 / 2021,Middle Floor,216.0,1,4,3,,,919.0
İstanbul,Kadıköy,Göztepe,1,0,1,0,0,1,0,FREE,44,12 / 2013,Middle Floor,223.0,1,3,3,,,1290.0
İstanbul,Kadıköy,Göztepe,1,0,1,0,0,1,0,FREE,44,12 / 2013,Middle Floor,350.0,1,4,4,1,,2155.0
Ankara,Mamak,Akdere,0,0,1,0,0,1,0,FREE,16,9 / 2021,Middle Floor,180.0,1,3,2,1,,147.0
Ankara,Keçiören,Karakaya,0,0,0,0,1,0,0,FREE,4,11 / 2023,Middle Floor,141.0,1,4,2,2,,113.0
Ankara,Çankaya,Büyükesat,0,0,1,0,0,0,0,%2,4,8 / 2021,Semi-Detached Villa,450.0,3,5,5,2,,1025.0
İstanbul,Küçükçekmece,Halkalı Merkez,1,0,1,0,1,0,0,FREE,7,9 / 2022,Middle Floor,130.0,1,2,2,1,,452.0
İstanbul,Küçükçekmece,Halkalı Merkez,1,0,1,0,1,0,0,FREE,7,9 / 2022,Middle Floor,163.0,1,3,2,1,,499.0
İstanbul,Küçükçekmece,Halkalı Merkez,1,0,1,0,1,0,0,FREE,7,9 / 2022,Middle Floor,191.0,1,4,2,1,,555.0
İstanbul,Ataşehir,Barbaros,1,0,0,0,0,1,0,FREE,15,9 / 2023,Middle Floor,84.0,1,1,1,,,521.0
İstanbul,Ataşehir,Barbaros,1,0,0,0,0,1,0,FREE,15,9 / 2023,Middle Floor,106.0,1,2,1,,,642.0
İstanbul,Ataşehir,Barbaros,1,0,0,0,0,1,0,FREE,15,9 / 2023,Middle Floor,180.0,1,3,2,,,1080.0
İstanbul,Ataşehir,Barbaros,1,0,0,0,0,1,0,FREE,15,9 / 2023,Duplex,219.0,2,2,2,,,1340.0
İstanbul,Ataşehir,Barbaros,1,0,0,0,0,1,0,FREE,15,9 / 2023,Duplex,316.0,2,3,2,1,,2220.0
Ankara,Keçiören,Karşıyaka,0,0,1,0,1,0,0,FREE,5,1 / 2022,Middle Floor,130.0,1,3,2,2,,93.0
İstanbul,Ümraniye,Site,0,0,0,0,0,0,0,FREE,22,4 / 2024,Middle Floor,81.0,1,1,1,1,,317.0
İstanbul,Ümraniye,Site,0,0,0,0,0,0,0,FREE,22,4 / 2024,Middle Floor,74.0,1,2,1,1,,462.0
Ankara,Keçiören,Kanuni,0,0,1,0,0,0,0,FREE,14,5 / 2022,Middle Floor,175.0,1,3,2,2,,154.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,8 / 2023,Ground Floor,150.0,1,3,2,1,,198.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,8 / 2023,Ground Floor,130.0,2,2,2,1,,210.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,8 / 2023,Penthouse,140.0,2,3,2,2,,220.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,7,3 / 2024,Ground Floor,72.0,1,1,1,,,173.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,7,3 / 2024,Middle Floor,95.0,5+,2,1,1,7,224.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,0,0,FREE,8,12 / 2023,Middle Floor,95.0,1,2,1,2,1,243.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,11 / 2024,Middle Floor,55.0,1,1,1,1,1,155.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,11 / 2024,Middle Floor,90.0,1,2,2,1,,195.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,11 / 2024,Ground Floor,75.0,2,2,2,,,198.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,11 / 2024,Penthouse,118.0,2,2,2,2,,255.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,11 / 2024,Penthouse,171.0,2,3,2,1,,325.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,10,11 / 2024,Ground Floor,280.0,2,4,3,,,350.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,9,5 / 2023,Middle Floor,58.0,1,1,1,1,1,140.0
Antalya,Alanya,Avsallar,1,0,1,0,0,0,0,FREE,9,5 / 2023,Duplex,106.0,2,2,2,2,,330.0
İstanbul,Kadıköy,Caddebostan,1,0,0,0,0,0,0,FREE,12,6 / 2018,Penthouse,350.0,2,4,3,2,12,2545.0
Ankara,Keçiören,Karakaya,0,0,1,0,1,0,0,FREE,6,1 / 2022,Middle Floor,135.0,1,3,1,2,,85.0
İstanbul,Kartal,Atalar,0,0,1,0,0,0,0,FREE,25,12 / 2023,Middle Floor,144.0,1,3,2,2,,452.0
İstanbul,Kartal,Atalar,0,0,1,0,0,0,0,FREE,25,12 / 2023,Middle Floor,329.0,1,4,2,2,,1120.0
İstanbul,Kartal,Atalar,0,0,1,0,0,0,0,FREE,25,12 / 2023,Middle Floor,348.0,1,5,3,2,,1140.0
Ankara,Çankaya,Maltepe,0,0,0,0,1,0,0,FREE,5,1 / 2022,Duplex,175.0,2,4,2,2,4,206.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,1,0,FREE,11,7 / 2024,Middle Floor,87.0,1,1,1,1,3,199.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,1,0,FREE,11,7 / 2024,Penthouse,110.0,2,2,1,1,,320.0
Antalya,Aksu,Altıntaş,1,0,1,0,0,1,0,FREE,11,7 / 2024,Penthouse,138.0,2,3,2,1,,370.0
Ankara,Keçiören,Hisar,0,0,1,0,1,0,0,FREE,5,10 / 2021,Middle Floor,150.0,1,4,2,1,3,88.0
Ankara,Gölbaşı,İncek,1,0,1,0,1,1,0,%2,2,4 / 2022,Detached Villa,480.0,2,8,7,3,,1230.0
İstanbul,Arnavutköy,Mustafa Kemal Paşa,0,0,0,0,0,0,0,FREE,,,Residential,3.283,,,,,,713.0
İstanbul,Ümraniye,Esenevler,0,0,1,0,0,0,0,%2,12,1 / 2017,Middle Floor,105.0,1,3,1,1,5,225.0
Antalya,Kemer,Çamyuva,1,0,1,0,0,1,0,%2,2,6 / 2023,Detached Villa,226.0,2,4,4,1,,1050.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,0,0,FREE,3,7 / 2024,Shop,1.391,3,3,,,,585.0
Trabzon,Ortahisar,Çukurçayır,0,0,1,0,1,0,0,%2,13,10 / 2022,Middle Floor,160.0,1,3,2,2,9,112.0
İstanbul,Esenyurt,Barbaros Hayrettin Paşa,0,0,0,0,1,0,0,FREE,16,12 / 2024,Middle Floor,96.0,1,2,2,1,,135.0
İstanbul,Esenyurt,Barbaros Hayrettin Paşa,0,0,0,0,1,0,0,FREE,16,12 / 2024,Middle Floor,154.0,1,3,2,1,,213.0
Mersin,Mezitli,Çankaya,1,0,0,0,1,1,0,FREE,4,10 / 2024,Semi-Detached Villa,420.0,4,6,3,1,,800.0
Mersin,Mezitli,Çankaya,1,0,0,0,1,1,0,FREE,4,10 / 2024,Detached Villa,420.0,4,6,3,1,,1000.0
Antalya,Konyaaltı,Hurma,1,1,0,0,0,0,0,%2,4,9 / 2021,Penthouse,120.0,2,2,1,2,4,153.0
İstanbul,Esenyurt,Üçevler,0,0,0,0,1,0,0,FREE,25,12 / 2024,Middle Floor,65.0,1,1,1,,,138.0
İstanbul,Esenyurt,Üçevler,0,0,0,0,1,0,0,FREE,25,12 / 2024,Middle Floor,95.0,1,2,2,,,173.0
Bursa,Osmangazi,İstiklal,1,0,1,1,0,1,0,%2,13,2 / 2022,Middle Floor,293.0,1,3,2,2,1,317.0
Muğla,Bodrum,Yalıkavak,1,0,1,0,0,1,0,%2,2,5 / 2024,Detached Villa,520.0,1,7,5,,,4250.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,1 / 2024,Middle Floor,65.0,1,1,1,1,,179.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,1 / 2024,Ground Floor,65.0,1,1,1,1,,193.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,1 / 2024,Middle Floor,85.0,1,2,1,1,,235.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,1 / 2024,Duplex,120.0,2,3,1,1,,269.0
Antalya,Aksu,Altıntaş,1,0,0,0,0,1,0,FREE,7,1 / 2024,Duplex,160.0,2,5,,1,,383.0
Antalya,Serik,Kadriye,1,0,1,0,0,0,0,FREE,,3 / 2024,Detached Villa,250.0,3,3,3,3,,900.0
Antalya,Aksu,Altıntaş,0,0,0,0,0,0,0,FREE,7,10 / 2024,Middle Floor,75.0,1,1,1,1,,196.0
Antalya,Serik,Kadriye,1,0,1,0,0,1,0,FREE,3,4 / 2024,Detached Villa,533.0,3,5,4,3,,1000.0
İstanbul,Maltepe,Girne,1,1,1,0,1,0,0,%2,9,1 / 1999,Penthouse,150.0,2,5,2,2,9,327.0
İstanbul,Kadıköy,Osmanağa,0,0,1,0,1,0,0,%2,,5 / 2020,Penthouse,205.0,2,3,2,1,,368.0
Antalya,Alanya,Avsallar,1,0,1,0,0,1,0,FREE,7,5 / 2024,Middle Floor,55.0,1,1,1,1,,94.5
Antalya,Alanya,Avsallar,1,0,1,0,0,1,0,FREE,7,5 / 2024,Penthouse,110.0,2,2,2,2,,175.0
